id|name|cost|type|power|toughness|oracleText|edition|rarity|colorType|cmc
1134|Rod of Ruin|{4}|Artifact| | |{3}, {T}: Rod of Ruin deals 1 damage to target creature or player.|Revised Edition |Uncommon|null|0
113505|Ancestral Vision| |Sorcery| | |Ancestral Vision is blue. <br>Suspend 4-{U} <i>(Rather than play this card from your hand, pay {U} and remove it from the game with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost.)</i> <br>Target player draws three cards.|Time Spiral |Rare|null|0
113505|Ancestral Vision| |Sorcery| | |Ancestral Vision is blue. <br>Suspend 4-{U} <i>(Rather than play this card from your hand, pay {U} and remove it from the game with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost.)</i> <br>Target player draws three cards.|Time Spiral|Rare|land|0
113506|Deep-Sea Kraken|{7}{U}{U}{U}|Creature - Kraken|6|6|Deep-Sea Kraken is unblockable. <br>Suspend 9-{2}{U} <br>Whenever an opponent plays a spell, if Deep-Sea Kraken is suspended, remove a time counter from it.|Time Spiral |Rare|null|0
113506|Deep-Sea Kraken|{7}{U}{U}{U}|Creature - Kraken|6|6|Deep-Sea Kraken is unblockable. <br>Suspend 9-{2}{U} <br>Whenever an opponent plays a spell, if Deep-Sea Kraken is suspended, remove a time counter from it.|Time Spiral|Rare|mono|10
113507|Cloudchaser Kestrel|{1}{W}{W}|Creature - Bird|2|2|Flying <br>When Cloudchaser Kestrel comes into play, destroy target enchantment. <br>{W}: Target permanent becomes white until end of turn.|Time Spiral |Common|null|0
113507|Cloudchaser Kestrel|{1}{W}{W}|Creature - Bird|2|2|Flying <br>When Cloudchaser Kestrel comes into play, destroy target enchantment. <br>{W}: Target permanent becomes white until end of turn.|Time Spiral|Common|mono|3
113509|Amrou Seekers|{2}{W}|Creature - Kithkin Rebel|2|2|Amrou Seekers can't be blocked except by artifact creatures and/or white creatures.|Time Spiral |Common|null|0
113509|Amrou Seekers|{2}{W}|Creature - Kithkin Rebel|2|2|Amrou Seekers can't be blocked except by artifact creatures and/or white creatures.|Time Spiral|Common|mono|3
113512|Norin the Wary|{R}|Legendary Creature - Human Warrior|2|1|When a player plays a spell or a creature attacks, remove Norin the Wary from the game. Return it to play under its owner's control at end of turn.|Time Spiral |Rare|null|0
113512|Norin the Wary|{R}|Legendary Creature - Human Warrior|2|1|When a player plays a spell or a creature attacks, remove Norin the Wary from the game. Return it to play under its owner's control at end of turn.|Time Spiral|Rare|mono|1
113513|Locket of Yesterdays|{1}|Artifact| | |Spells you play cost {1} less to play for each card with the same name as that spell in your graveyard.|Time Spiral |Uncommon|null|0
113513|Locket of Yesterdays|{1}|Artifact| | |Spells you play cost {1} less to play for each card with the same name as that spell in your graveyard.|Time Spiral|Uncommon|colorless|1
113518|D'Avenant Healer|{1}{W}{W}|Creature - Human Cleric Archer|1|2|{T}: D'Avenant Healer deals 1 damage to target attacking or blocking creature. <br>{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.|Time Spiral |Common|null|0
113518|D'Avenant Healer|{1}{W}{W}|Creature - Human Cleric Archer|1|2|{T}: D'Avenant Healer deals 1 damage to target attacking or blocking creature. <br>{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.|Time Spiral|Common|mono|3
113519|Serra Avenger|{W}{W}|Creature - Angel|3|3|You can't play Serra Avenger during your first, second, or third turns of the game. <br>Flying, vigilance|Time Spiral |Rare|null|0
113519|Serra Avenger|{W}{W}|Creature - Angel|3|3|You can't play Serra Avenger during your first, second, or third turns of the game. <br>Flying, vigilance|Time Spiral|Rare|mono|2
113520|Restore Balance| |Sorcery| | |Restore Balance is white. <br>Suspend 6-{W} <br>Each player chooses a number of lands he or she controls equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players sacrifice creatures and discard cards the same way.|Time Spiral |Rare|null|0
113520|Restore Balance| |Sorcery| | |Restore Balance is white. <br>Suspend 6-{W} <br>Each player chooses a number of lands he or she controls equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players sacrifice creatures and discard cards the same way.|Time Spiral|Rare|land|0
113521|Living End| |Sorcery| | |Living End is black. <br>Suspend 3-{2}{B}{B} <br>Each player removes all creature cards in his or her graveyard from the game, then sacrifices all creatures he or she controls, then puts into play all cards he or she removed this way.|Time Spiral |Rare|null|0
113521|Living End| |Sorcery| | |Living End is black. <br>Suspend 3-{2}{B}{B} <br>Each player removes all creature cards in his or her graveyard from the game, then sacrifices all creatures he or she controls, then puts into play all cards he or she removed this way.|Time Spiral|Rare|land|0
113522|Lim-Dul the Necromancer|{5}{B}{B}|Legendary Creature - Human Wizard|4|4|Whenever a creature an opponent controls is put into a graveyard from play, you may pay {1}{B}. If you do, return that card to play under your control. If it's a creature, it's a Zombie in addition to its other creature types. <br>{1}{B}: Regenerate target Zombie.|Time Spiral |Rare|null|0
113522|Lim-Dul the Necromancer|{5}{B}{B}|Legendary Creature - Human Wizard|4|4|Whenever a creature an opponent controls is put into a graveyard from play, you may pay {1}{B}. If you do, return that card to play under your control. If it's a creature, it's a Zombie in addition to its other creature types. <br>{1}{B}: Regenerate target Zombie.|Time Spiral|Rare|mono|7
113525|Sudden Spoiling|{1}{B}{B}|Instant| | |Split second <i>(As long as this spell is on the stack, players can't play spells or activated abilities that aren't mana abilities.)</i> <br>Creatures target player controls become 0/2 and lose all abilities until end of turn.|Time Spiral |Rare|null|0
113525|Sudden Spoiling|{1}{B}{B}|Instant| | |Split second <i>(As long as this spell is on the stack, players can't play spells or activated abilities that aren't mana abilities.)</i> <br>Creatures target player controls become 0/2 and lose all abilities until end of turn.|Time Spiral|Rare|mono|3
113527|Endrek Sahr, Master Breeder|{4}{B}|Legendary Creature - Human Wizard|2|2|Whenever you play a creature spell, put X 1/1 black Thrull creature tokens into play, where X is that spell's converted mana cost. <br>When you control seven or more Thrulls, sacrifice Endrek Sahr, Master Breeder.|Time Spiral |Rare|null|0
113527|Endrek Sahr, Master Breeder|{4}{B}|Legendary Creature - Human Wizard|2|2|Whenever you play a creature spell, put X 1/1 black Thrull creature tokens into play, where X is that spell's converted mana cost. <br>When you control seven or more Thrulls, sacrifice Endrek Sahr, Master Breeder.|Time Spiral|Rare|mono|5
113528|Wheel of Fate| |Sorcery| | |Wheel of Fate is red. <br>Suspend 4-{1}{R} <i>(Rather than play this card from your hand, pay {1}{R} and remove it from the game with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost.)</i> <br>Each player discards his or her hand, then draws seven cards.|Time Spiral |Rare|null|0
113528|Wheel of Fate| |Sorcery| | |Wheel of Fate is red. <br>Suspend 4-{1}{R} <i>(Rather than play this card from your hand, pay {1}{R} and remove it from the game with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost.)</i> <br>Each player discards his or her hand, then draws seven cards.|Time Spiral|Rare|land|0
113529|Candles of Leng|{2}|Artifact| | |{4}, {T}: Reveal the top card of your library. If it has the same name as a card in your graveyard, put it into your graveyard. Otherwise, draw a card.|Time Spiral |Rare|null|0
113529|Candles of Leng|{2}|Artifact| | |{4}, {T}: Reveal the top card of your library. If it has the same name as a card in your graveyard, put it into your graveyard. Otherwise, draw a card.|Time Spiral|Rare|colorless|2
113530|Clockwork Hydra|{5}|Artifact Creature - Hydra|0|0|Clockwork Hydra comes into play with four +1/+1 counters on it. <br>Whenever Clockwork Hydra attacks or blocks, remove a +1/+1 counter from it. If you do, Clockwork Hydra deals 1 damage to target creature or player. <br>{T}: Put a +1/+1 counter on Clockwork Hydra.|Time Spiral |Uncommon|null|0
113530|Clockwork Hydra|{5}|Artifact Creature - Hydra|0|0|Clockwork Hydra comes into play with four +1/+1 counters on it. <br>Whenever Clockwork Hydra attacks or blocks, remove a +1/+1 counter from it. If you do, Clockwork Hydra deals 1 damage to target creature or player. <br>{T}: Put a +1/+1 counter on Clockwork Hydra.|Time Spiral|Uncommon|colorless|5
113531|Smallpox|{B}{B}|Sorcery| | |Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.|Time Spiral |Uncommon|null|0
113531|Smallpox|{B}{B}|Sorcery| | |Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.|Time Spiral|Uncommon|mono|2
113533|Hypergenesis| |Sorcery| | |Hypergenesis is green. <br>Suspend 3-{1}{G}{G} <br>Starting with you, each player may put an artifact, creature, enchantment, or land card from his or her hand into play. Repeat this process until no one puts a card into play.|Time Spiral |Rare|null|0
113533|Hypergenesis| |Sorcery| | |Hypergenesis is green. <br>Suspend 3-{1}{G}{G} <br>Starting with you, each player may put an artifact, creature, enchantment, or land card from his or her hand into play. Repeat this process until no one puts a card into play.|Time Spiral|Rare|land|0
113536|Kaervek the Merciless|{5}{B}{R}|Legendary Creature - Human Shaman|5|4|Whenever an opponent plays a spell, Kaervek the Merciless deals damage to target creature or player equal to that spell's converted mana cost.|Time Spiral |Rare|null|0
113536|Kaervek the Merciless|{5}{B}{R}|Legendary Creature - Human Shaman|5|4|Whenever an opponent plays a spell, Kaervek the Merciless deals damage to target creature or player equal to that spell's converted mana cost.|Time Spiral|Rare|multi|7
113537|Glass Asp|{1}{G}{G}|Creature - Snake|2|1|Whenever Glass Asp deals combat damage to a player, that player loses 2 life at the beginning of his or her next draw step unless he or she pays {2} before that step.|Time Spiral |Common|null|0
113537|Glass Asp|{1}{G}{G}|Creature - Snake|2|1|Whenever Glass Asp deals combat damage to a player, that player loses 2 life at the beginning of his or her next draw step unless he or she pays {2} before that step.|Time Spiral|Common|mono|3
113539|Mishra, Artificer Prodigy|{1}{U}{B}{R}|Legendary Creature - Human Artificer|4|4|Whenever you play an artifact spell, you may search your graveyard, hand, and/or library for a card with the same name as that spell and put it into play. If you search your library this way, shuffle it.|Time Spiral |Rare|null|0
113539|Mishra, Artificer Prodigy|{1}{U}{B}{R}|Legendary Creature - Human Artificer|4|4|Whenever you play an artifact spell, you may search your graveyard, hand, and/or library for a card with the same name as that spell and put it into play. If you search your library this way, shuffle it.|Time Spiral|Rare|multi|4
113540|Saffi Eriksdotter|{G}{W}|Legendary Creature - Human Scout|2|2|Sacrifice Saffi Eriksdotter: When target creature is put into your graveyard from play this turn, return that card to play.|Time Spiral |Rare|null|0
113540|Saffi Eriksdotter|{G}{W}|Legendary Creature - Human Scout|2|2|Sacrifice Saffi Eriksdotter: When target creature is put into your graveyard from play this turn, return that card to play.|Time Spiral|Rare|multi|2
113541|Dralnu, Lich Lord|{3}{U}{B}|Legendary Creature - Zombie|3|3|If damage would be dealt to Dralnu, sacrifice that many permanents instead. <br>{T}: Target instant or sorcery card in your graveyard has flashback until end of turn. Its flashback cost becomes equal to its mana cost as you play it. <i>(You may play that card from your graveyard for its flashback cost. Then remove it from the game.)</i>|Time Spiral |Rare|null|0
113541|Dralnu, Lich Lord|{3}{U}{B}|Legendary Creature - Zombie|3|3|If damage would be dealt to Dralnu, sacrifice that many permanents instead. <br>{T}: Target instant or sorcery card in your graveyard has flashback until end of turn. Its flashback cost becomes equal to its mana cost as you play it. <i>(You may play that card from your graveyard for its flashback cost. Then remove it from the game.)</i>|Time Spiral|Rare|multi|5
113542|Lovisa Coldeyes|{3}{R}{R}|Legendary Creature - Human Barbarian|3|3|Warrior, Berserker, and other Barbarian creatures get +2/+2 and have haste.|Coldsnap |Rare|null|0
113542|Lovisa Coldeyes|{3}{R}{R}|Legendary Creature - Human Barbarian|3|3|Warrior, Berserker, and other Barbarian creatures get +2/+2 and have haste.|Coldsnap|Rare|mono|5
113543|Vesuva| |Land| | |As Vesuva comes into play, you may choose a land in play. If you do, Vesuva comes into play tapped as a copy of the chosen land.|Time Spiral |Rare|null|0
113543|Vesuva| |Land| | |As Vesuva comes into play, you may choose a land in play. If you do, Vesuva comes into play tapped as a copy of the chosen land.|Time Spiral|Rare|land|0
113553|Kher Keep| |Legendary Land| | |{T}: Add {1} to your mana pool. <br>{1}{R}, {T}: Put a 0/1 red Kobold creature token named Kobolds of Kher Keep into play.|Time Spiral |Rare|null|0
113553|Kher Keep| |Legendary Land| | |{T}: Add {1} to your mana pool. <br>{1}{R}, {T}: Put a 0/1 red Kobold creature token named Kobolds of Kher Keep into play.|Time Spiral|Rare|land|0
113558|Ætherflame Wall|{1}{R}|Creature - Wall|0|4|Defender <br>Ætherflame Wall can block creatures with shadow as though they didn't have shadow. <br>{R}: Ætherflame Wall gets +1/+0 until end of turn.|Time Spiral |Common|null|0
113558|Ætherflame Wall|{1}{R}|Creature - Wall|0|4|Defender <br>Ætherflame Wall can block creatures with shadow as though they didn't have shadow. <br>{R}: Ætherflame Wall gets +1/+0 until end of turn.|Time Spiral|Common|mono|2
113559|Psionic Sliver|{4}{U}|Creature - Sliver|2|2|All Sliver creatures have "{T}: This creature deals 2 damage to target creature or player and 3 damage to itself."|Time Spiral |Rare|null|0
113559|Psionic Sliver|{4}{U}|Creature - Sliver|2|2|All Sliver creatures have "{T}: This creature deals 2 damage to target creature or player and 3 damage to itself."|Time Spiral|Rare|mono|5
113563|Mangara of Corondor|{1}{W}{W}|Legendary Creature - Human Wizard|1|1|{T}: Remove Mangara of Corondor and target permanent from the game.|Time Spiral |Rare|null|0
113563|Mangara of Corondor|{1}{W}{W}|Legendary Creature - Human Wizard|1|1|{T}: Remove Mangara of Corondor and target permanent from the game.|Time Spiral|Rare|mono|3
113567|Lightning Axe|{R}|Instant| | |As an additional cost to play Lightning Axe, discard a card or pay {5}. <br>Lightning Axe deals 5 damage to target creature.|Time Spiral |Common|null|0
113567|Lightning Axe|{R}|Instant| | |As an additional cost to play Lightning Axe, discard a card or pay {5}. <br>Lightning Axe deals 5 damage to target creature.|Time Spiral|Common|mono|1
11356|Jalum Tome|{3}|Artifact| | |{2}, {T}: Draw a card, then discard a card.|Seventh Edition |Rare|null|0
113571|Jedit's Dragoons|{5}{W}|Creature - Cat Soldier|2|5|Vigilance <br>When Jedit's Dragoons comes into play, you gain 4 life.|Time Spiral |Common|null|0
113571|Jedit's Dragoons|{5}{W}|Creature - Cat Soldier|2|5|Vigilance <br>When Jedit's Dragoons comes into play, you gain 4 life.|Time Spiral|Common|mono|6
113575|Pulmonic Sliver|{3}{W}{W}|Creature - Sliver|3|3|All Sliver creatures have flying. <br>All Slivers have "If this permanent would be put into a graveyard, you may put it on top of its owner's library instead."|Time Spiral |Rare|null|0
113575|Pulmonic Sliver|{3}{W}{W}|Creature - Sliver|3|3|All Sliver creatures have flying. <br>All Slivers have "If this permanent would be put into a graveyard, you may put it on top of its owner's library instead."|Time Spiral|Rare|mono|5
113579|Unyaro Bees|{G}{G}{G}|Creature - Insect|0|1|Flying <br>{G}: Unyaro Bees gets +1/+1 until end of turn. <br>{3}{G}, Sacrifice Unyaro Bees: Unyaro Bees deals 2 damage to target creature or player.|Time Spiral |Rare|null|0
113579|Unyaro Bees|{G}{G}{G}|Creature - Insect|0|1|Flying <br>{G}: Unyaro Bees gets +1/+1 until end of turn. <br>{3}{G}, Sacrifice Unyaro Bees: Unyaro Bees deals 2 damage to target creature or player.|Time Spiral|Rare|mono|3
113583|Wormwood Dryad|{2}{G}|Creature - Dryad|3|1|{G}: Wormwood Dryad gains forestwalk until end of turn and deals 1 damage to you. <br>{B}: Wormwood Dryad gains swampwalk until end of turn and deals 1 damage to you.|Time Spiral |Common|null|0
113583|Wormwood Dryad|{2}{G}|Creature - Dryad|3|1|{G}: Wormwood Dryad gains forestwalk until end of turn and deals 1 damage to you. <br>{B}: Wormwood Dryad gains swampwalk until end of turn and deals 1 damage to you.|Time Spiral|Common|mono|3
1135|Sol Ring|{1}|Artifact| | |{T}: Add {2} to your mana pool.|Revised Edition |Uncommon|null|0
113611|Subterranean Shambler|{3}{R}|Creature - Elemental|2|3|Echo {3}{R} <i>(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)</i> <br>When Subterranean Shambler comes into play or leaves play, it deals 1 damage to each creature without flying.|Time Spiral |Common|null|0
113611|Subterranean Shambler|{3}{R}|Creature - Elemental|2|3|Echo {3}{R} <i>(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)</i> <br>When Subterranean Shambler comes into play or leaves play, it deals 1 damage to each creature without flying.|Time Spiral|Common|mono|4
113614|Castle Raptors|{4}{W}|Creature - Bird Soldier|3|3|Flying <br>As long as Castle Raptors is untapped, it gets +0/+2.|Time Spiral |Common|null|0
113614|Castle Raptors|{4}{W}|Creature - Bird Soldier|3|3|Flying <br>As long as Castle Raptors is untapped, it gets +0/+2.|Time Spiral|Common|mono|5
113615|Viscerid Deepwalker|{4}{U}|Creature - Homarid Warrior|2|3|{U}: Viscerid Deepwalker gets +1/+0 until end of turn. <br>Suspend 4-{U} <i>(Rather than play this card from your hand, you may pay {U} and remove it from the game with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost. It has haste.)</i>|Time Spiral |Common|null|0
113615|Viscerid Deepwalker|{4}{U}|Creature - Homarid Warrior|2|3|{U}: Viscerid Deepwalker gets +1/+0 until end of turn. <br>Suspend 4-{U} <i>(Rather than play this card from your hand, you may pay {U} and remove it from the game with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost. It has haste.)</i>|Time Spiral|Common|mono|5
113616|Tectonic Fiend|{4}{R}{R}|Creature - Elemental|7|7|Echo {4}{R}{R} <i>(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)</i> <br>Tectonic Fiend attacks each turn if able.|Time Spiral |Uncommon|null|0
113616|Tectonic Fiend|{4}{R}{R}|Creature - Elemental|7|7|Echo {4}{R}{R} <i>(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)</i> <br>Tectonic Fiend attacks each turn if able.|Time Spiral|Uncommon|mono|6
113618|Coal Stoker|{3}{R}|Creature - Elemental|3|3|When Coal Stoker comes into play, if you played it from your hand, add {R}{R}{R} to your mana pool.|Time Spiral |Common|null|0
113618|Coal Stoker|{3}{R}|Creature - Elemental|3|3|When Coal Stoker comes into play, if you played it from your hand, add {R}{R}{R} to your mana pool.|Time Spiral|Common|mono|4
113619|Amrou Scout|{1}{W}|Creature - Kithkin Rebel Scout|2|1|{4}, {T}: Search your library for a Rebel permanent card with converted mana cost 3 or less and put it into play. Then shuffle your library.|Time Spiral |Common|null|0
113619|Amrou Scout|{1}{W}|Creature - Kithkin Rebel Scout|2|1|{4}, {T}: Search your library for a Rebel permanent card with converted mana cost 3 or less and put it into play. Then shuffle your library.|Time Spiral|Common|mono|2
11371|Kjeldoran Royal Guard|{3}{W}{W}|Creature - Human Soldier|2|5|{T}: All combat damage that would be dealt to you by unblocked creatures this turn is dealt to Kjeldoran Royal Guard instead.|Classic Sixth Edition |Rare|null|0
11398|Meekstone|{1}|Artifact| | |Creatures with power 3 or greater don't untap during their controllers' untap steps.|Seventh Edition |Rare|null|0
1139|The Rack|{1}|Artifact| | |As The Rack comes into play, choose an opponent. <br>At the beginning of the chosen player's upkeep, The Rack deals X damage to that player, where X is 3 minus the number of cards in his or her hand.|Revised Edition |Uncommon|null|0
11429|Order of the Sacred Torch|{1}{W}{W}|Creature - Human Knight|2|2|{T}, Pay 1 life: Counter target black spell.|Classic Sixth Edition |Rare|null|0
11438|Pestilence|{2}{B}{B}|Enchantment| | |At end of turn, if no creatures are in play, sacrifice Pestilence. <br> <br>{B}: Pestilence deals 1 damage to each creature and each player.|Classic Sixth Edition |Uncommon|null|0
11453|Pradesh Gypsies|{2}{G}|Creature - Human Nomad|1|1|{1}{G}, {T}: Target creature gets -2/-0 until end of turn.|Classic Sixth Edition |Common|null|0
11472|Reverse Damage|{1}{W}{W}|Instant| | |The next time a source of your choice would deal damage to you this turn, prevent that damage. You gain life equal to the damage prevented this way.|Classic Sixth Edition |Rare|null|0
11478|Samite Healer|{1}{W}|Creature - Human Cleric|1|1|{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.|Seventh Edition |Common|null|0
11482|Elvish Lyrist|{G}|Creature - Elf|1|1|{G}, {T}, Sacrifice Elvish Lyrist: Destroy target enchantment.|Seventh Edition |Uncommon|null|0
114902|Orcish Cannonade|{1}{R}{R}|Instant| | |Orcish Cannonade deals 2 damage to target creature or player and 3 damage to you. <br>Draw a card.|Time Spiral |Common|null|0
114902|Orcish Cannonade|{1}{R}{R}|Instant| | |Orcish Cannonade deals 2 damage to target creature or player and 3 damage to you. <br>Draw a card.|Time Spiral|Common|mono|3
114903|Ith, High Arcanist|{5}{W}{U}|Legendary Creature - Human Wizard|3|5|Vigilance <br>{T}: Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn. <br>Suspend 4-{W}{U}|Time Spiral |Rare|null|0
114903|Ith, High Arcanist|{5}{W}{U}|Legendary Creature - Human Wizard|3|5|Vigilance <br>{T}: Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn. <br>Suspend 4-{W}{U}|Time Spiral|Rare|multi|7
114904|Lotus Bloom| |Artifact| | |Suspend 3-{0} <i>(Rather than play this card from your hand, pay {0} and remove it from the game with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost.)</i> <br>{T}, Sacrifice Lotus Bloom: Add three mana of any one color to your mana pool.|Time Spiral |Rare|null|0
114904|Lotus Bloom| |Artifact| | |Suspend 3-{0} <i>(Rather than play this card from your hand, pay {0} and remove it from the game with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, play it without paying its mana cost.)</i> <br>{T}, Sacrifice Lotus Bloom: Add three mana of any one color to your mana pool.|Time Spiral|Rare|land|0
114905|Ashcoat Bear|{1}{G}|Creature - Bear|2|2|Flash <i>(You may play this spell any time you could play an instant.)</i>|Time Spiral |Common|null|0
114905|Ashcoat Bear|{1}{G}|Creature - Bear|2|2|Flash <i>(You may play this spell any time you could play an instant.)</i>|Time Spiral|Common|mono|2
114908|Fallen Ideal|{2}{B}|Enchantment - Aura| | |Enchant creature <br>Enchanted creature has flying and "Sacrifice a creature: This creature gets +2/+1 until end of turn." <br>When Fallen Ideal is put into a graveyard from play, return Fallen Ideal to its owner's hand.|Time Spiral |Uncommon|null|0
114908|Fallen Ideal|{2}{B}|Enchantment - Aura| | |Enchant creature <br>Enchanted creature has flying and "Sacrifice a creature: This creature gets +2/+1 until end of turn." <br>When Fallen Ideal is put into a graveyard from play, return Fallen Ideal to its owner's hand.|Time Spiral|Uncommon|mono|3
114909|Conflagrate|{X}{X}{R}|Sorcery| | |Conflagrate deals X damage divided as you choose among any number of target creatures and/or players. <br>Flashback-{R}{R}, Discard X cards. <i>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</i>|Time Spiral |Uncommon|null|0
114909|Conflagrate|{X}{X}{R}|Sorcery| | |Conflagrate deals X damage divided as you choose among any number of target creatures and/or players. <br>Flashback-{R}{R}, Discard X cards. <i>(You may play this card from your graveyard for its flashback cost. Then remove it from the game.)</i>|Time Spiral|Uncommon|mono|1
114911|Sudden Shock|{1}{R}|Instant| | |Split second <i>(As long as this spell is on the stack, players can't play spells or activated abilities that aren't mana abilities.)</i> <br>Sudden Shock deals 2 damage to target creature or player.|Time Spiral |Uncommon|null|0
114911|Sudden Shock|{1}{R}|Instant| | |Split second <i>(As long as this spell is on the stack, players can't play spells or activated abilities that aren't mana abilities.)</i> <br>Sudden Shock deals 2 damage to target creature or player.|Time Spiral|Uncommon|mono|2
114912|Ib Halfheart, Goblin Tactician|{3}{R}|Legendary Creature - Goblin Advisor|3|2|Whenever another Goblin you control becomes blocked, sacrifice it. If you do, it deals 4 damage to each creature blocking it. <br>Sacrifice two Mountains: Put two 1/1 red Goblin creature tokens into play.|Time Spiral |Rare|null|0
114912|Ib Halfheart, Goblin Tactician|{3}{R}|Legendary Creature - Goblin Advisor|3|2|Whenever another Goblin you control becomes blocked, sacrifice it. If you do, it deals 4 damage to each creature blocking it. <br>Sacrifice two Mountains: Put two 1/1 red Goblin creature tokens into play.|Time Spiral|Rare|mono|4
114913|Swarmyard| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Regenerate target Insect, Rat, Spider, or Squirrel.|Time Spiral |Rare|null|0
114913|Swarmyard| |Land| | |{T}: Add {1} to your mana pool. <br>{T}: Regenerate target Insect, Rat, Spider, or Squirrel.|Time Spiral|Rare|land|0
114914|Molder|{X}{G}|Instant| | |Destroy target artifact or enchantment with converted mana cost X. It can't be regenerated. You gain X life.|Time Spiral |Common|null|0
114914|Molder|{X}{G}|Instant| | |Destroy target artifact or enchantment with converted mana cost X. It can't be regenerated. You gain X life.|Time Spiral|Common|mono|1
114915|Cyclopean Giant|{2}{B}{B}|Creature - Zombie Giant|4|2|When Cyclopean Giant is put into a graveyard from play, target land becomes a Swamp. Remove Cyclopean Giant from the game.|Time Spiral |Common|null|0
114915|Cyclopean Giant|{2}{B}{B}|Creature - Zombie Giant|4|2|When Cyclopean Giant is put into a graveyard from play, target land becomes a Swamp. Remove Cyclopean Giant from the game.|Time Spiral|Common|mono|4
114916|Assembly-Worker|{3}|Artifact Creature - Assembly-Worker|2|2|{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.|Time Spiral |Uncommon|null|0
114916|Assembly-Worker|{3}|Artifact Creature - Assembly-Worker|2|2|{T}: Target Assembly-Worker creature gets +1/+1 until end of turn.|Time Spiral|Uncommon|colorless|3
114917|Wurmcalling|{X}{G}|Sorcery| | |Buyback {2}{G} <i>(You may pay an additional {2}{G} as you play this spell. If you do, put this card into your hand as it resolves.)</i> <br>Put an X/X green Wurm creature token into play.|Time Spiral |Rare|null|0
114917|Wurmcalling|{X}{G}|Sorcery| | |Buyback {2}{G} <i>(You may pay an additional {2}{G} as you play this spell. If you do, put this card into your hand as it resolves.)</i> <br>Put an X/X green Wurm creature token into play.|Time Spiral|Rare|mono|1
114919|Triskelavus|{7}|Artifact Creature - Construct|1|1|Flying <br>Triskelavus comes into play with three +1/+1 counters on it.  <br>{1}, Remove a +1/+1 counter from Triskelavus: Put a 1/1 Triskelavite artifact creature token with flying into play. It has "Sacrifice this creature: This creature deals 1 damage to target creature or player."|Time Spiral |Rare|null|0
114919|Triskelavus|{7}|Artifact Creature - Construct|1|1|Flying <br>Triskelavus comes into play with three +1/+1 counters on it.  <br>{1}, Remove a +1/+1 counter from Triskelavus: Put a 1/1 Triskelavite artifact creature token with flying into play. It has "Sacrifice this creature: This creature deals 1 damage to target creature or player."|Time Spiral|Rare|colorless|7
114921|Sarpadian Empires, Vol. VII|{3}|Artifact| | |As <i>Sarpadian Empires, Vol. VII</i> comes into play, choose white Citizen, blue Camarid, black Thrull, red Goblin, or green Saproling. <br>{3}, {T}: Put a 1/1 creature token of the chosen color and type into play.|Time Spiral |Rare|null|0
114921|Sarpadian Empires, Vol. VII|{3}|Artifact| | |As <i>Sarpadian Empires, Vol. VII</i> comes into play, choose white Citizen, blue Camarid, black Thrull, red Goblin, or green Saproling. <br>{3}, {T}: Put a 1/1 creature token of the chosen color and type into play.|Time Spiral|Rare|colorless|3
11494|Shanodin Dryads|{G}|Creature - Dryad|1|1|Forestwalk|Seventh Edition |Common|null|0
114|Merfolk of the Pearl Trident|{U}|Creature - Merfolk|1|1| |Limited Edition Alpha |Common|null|0
11506|Rag Man|{2}{B}{B}|Creature - Human Minion|2|1|{B}{B}{B}, {T}: Target opponent reveals his or her hand and discards a creature card at random. Play this ability only during your turn.|Classic Sixth Edition |Rare|null|0
11518|Stromgald Cabal|{1}{B}{B}|Creature - Human Knight|2|2|{T}, Pay 1 life: Counter target white spell.|Classic Sixth Edition |Rare|null|0
